event_id,trip_id,label,event_start,event_peak,event_end,confidence,annotator,notes,created_at,pipeline_version
636,2403297f-866d-495e-a41b-b29966866b69,Pothole,1776417722.015,1776417722.04,1776417722.0649998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
637,2403297f-866d-495e-a41b-b29966866b69,Pothole,1776417728.63,1776417728.7,1776417728.77,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
638,2403297f-866d-495e-a41b-b29966866b69,Pothole,1776417790.75,1776417790.83,1776417790.9099998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
639,2403297f-866d-495e-a41b-b29966866b69,Pothole,1776417796.8550003,1776417796.97,1776417797.0849998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
642,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417839.38,1776417839.48,1776417839.58,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
643,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417857.51,1776417857.55,1776417857.59,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
644,2403297f-866d-495e-a41b-b29966866b69,Pothole,1776417859.5850003,1776417859.8,1776417860.0149996,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
645,2403297f-866d-495e-a41b-b29966866b69,Pothole,1776417873.4250002,1776417873.49,1776417873.5549998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
647,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417905.0750003,1776417905.14,1776417905.205,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
648,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417907.68,1776417907.82,1776417907.9599998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
649,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417922.9250002,1776417923.02,1776417923.1149998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
650,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417923.815,1776417923.97,1776417924.125,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
653,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417966.525,1776417966.69,1776417966.855,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
654,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417973.46,1776417973.48,1776417973.5,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
655,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417983.98,1776417983.99,1776417984.0,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
656,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776417988.63,1776417988.73,1776417988.83,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
657,2403297f-866d-495e-a41b-b29966866b69,Speed Bump,1776417997.1650002,1776417997.27,1776417997.3749998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
658,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418008.9050002,1776418009.01,1776418009.1149998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
659,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418025.6350002,1776418025.71,1776418025.7849998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
660,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418030.9350002,1776418031.0,1776418031.0649998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
661,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418071.2150002,1776418071.26,1776418071.3049998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
665,2403297f-866d-495e-a41b-b29966866b69,Pothole,1776418176.8650002,1776418177.06,1776418177.2549996,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
666,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418181.14,1776418181.24,1776418181.34,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
667,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418233.22,1776418233.35,1776418233.4799998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
668,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418235.7400002,1776418235.89,1776418236.04,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
669,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418242.1450002,1776418242.33,1776418242.5149996,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
670,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418248.3400002,1776418248.47,1776418248.6,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
672,2403297f-866d-495e-a41b-b29966866b69,Pothole,1776418280.0550003,1776418280.22,1776418280.3849998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
673,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418293.0,1776418293.1,1776418293.1999998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
674,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418332.1100001,1776418332.25,1776418332.3899999,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
675,2403297f-866d-495e-a41b-b29966866b69,Non-Event,1776418376.73,1776418376.77,1776418376.81,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
182,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326030.0950003,1776326030.25,1776326030.4049997,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
183,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326034.6100001,1776326034.71,1776326034.81,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
185,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326110.2350001,1776326110.3,1776326110.3649998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
186,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326131.46,1776326131.56,1776326131.6599998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
189,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326208.73,1776326208.8,1776326208.87,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
190,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326288.07,1776326288.1,1776326288.1299999,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
192,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326429.8400002,1776326429.92,1776326430.0,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
195,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326601.9550002,1776326601.99,1776326602.0249999,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
197,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326627.9850001,1776326628.03,1776326628.0749998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
198,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326628.94,1776326628.98,1776326629.02,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
201,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326696.33,1776326696.35,1776326696.37,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
202,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326738.7850003,1776326738.9,1776326739.0149999,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
203,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326745.0200002,1776326745.15,1776326745.28,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
204,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326755.3700001,1776326755.47,1776326755.57,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
205,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326767.1950002,1776326767.28,1776326767.3649998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
206,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326770.77,1776326770.87,1776326770.9699998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
207,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326804.0700002,1776326804.17,1776326804.27,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
209,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326837.79,1776326837.82,1776326837.85,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
210,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326853.49,1776326853.62,1776326853.7499998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
211,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326863.18,1776326863.25,1776326863.32,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
214,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326903.8250003,1776326903.94,1776326904.0549998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
215,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776326910.7900002,1776326910.89,1776326910.99,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
216,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326914.765,1776326914.79,1776326914.8149998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
217,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326924.47,1776326924.49,1776326924.51,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
218,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326925.4,1776326925.48,1776326925.56,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
219,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326931.68,1776326931.82,1776326931.9599998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
221,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326949.71,1776326949.79,1776326949.87,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
222,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326963.4650002,1776326963.47,1776326963.475,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
223,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776326965.9750001,1776326966.05,1776326966.1249998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
226,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,1776327037.39,1776327037.51,1776327037.6299999,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
228,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327070.0000002,1776327070.13,1776327070.26,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
231,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327120.57,1776327120.59,1776327120.61,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
233,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327139.565,1776327139.62,1776327139.6749997,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
234,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,1776327144.1750002,1776327144.26,1776327144.3449998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
367,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329267.835,1776329267.99,1776329268.145,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
368,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329278.5950003,1776329278.64,1776329278.685,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
369,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329372.545,1776329372.59,1776329372.6349998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
373,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329400.5600002,1776329400.66,1776329400.76,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
374,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329406.39,1776329406.46,1776329406.53,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
375,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Pothole,1776329411.0900002,1776329411.27,1776329411.4499998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
376,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329419.39,1776329419.41,1776329419.43,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
377,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329431.4050002,1776329431.42,1776329431.435,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
379,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329461.0500002,1776329461.16,1776329461.27,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
379,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Pothole,1776329461.0500002,1776329461.16,1776329461.27,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
382,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Pothole,1776329472.935,1776329472.99,1776329473.045,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
383,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Pothole,1776329476.8050003,1776329476.93,1776329477.0549998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
384,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Pothole,1776329486.9250002,1776329486.99,1776329487.0549998,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
385,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Non-Event,1776329518.755,1776329518.88,1776329519.005,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
386,3a9b8fd6-92e7-4ce1-89d1-f0025de3bc91,Pothole,1776329525.895,1776329525.95,1776329526.005,1.0,manual,migrated,2026-05-25 23:40:35,05_pipeline_experiment
