event_id,time_s,lat,lon,peak_vertical,peak_vertical_g,peak_gyro_mag,speed_mean,event_duration,vert_jrk,num_peaks_accel,num_peaks_gyro,peak_interval_mean,peak_interval_std,asymmetry_score,vertical_energy,gyro_energy,accel_to_gyro_ratio,local_duration,fft_high_low_ratio,zcr,kurtosis,skewness,gyro_pitch_energy,gyro_roll_energy,gyro_yaw_energy,gyro_pitch_roll_ratio,score,priority,level,trip_id,label,notes,maps_link,peak_mag,peak_mag_g,suggested_label,suggested_raw_label,suggested_kind,suggestion_confidence,suggestion_rule,suggestion_reason,needs_review
63,1775973500.1806998,-6.8722733,109.4524,-70.42622851873823,-7.1814767039445915,6.220604102798216,6.5369720000000004,7.0,7.881276524712991,1,5,0.0,0.0,0.600599513893658,42592.491232761386,1014.2425475558375,41.994384177047294,0.1,11.167110094842695,0.36432160804020103,0.2951304661955909,0.05014203641709556,258.45828322948,561.4612530216698,194.32301130468772,0.46033146789414026,0.8314165903511865,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8722733,109.4524",117.55734,11.987512555255872,Non-Event,Maneuver,condition_like,0.88,R5,gyro dominan + asimetri tinggi → maneuver (Non-Event),False
129,1775974051.4989998,-6.839335,109.4466483,-62.87895895111122,-6.411869389762174,4.9420829492150915,6.366599,2.8570001125335693,17.884516288841734,0,3,0.0,0.0,0.32372007831696537,125587.43379089006,2587.7086202381643,48.532293303872486,0.0,244.73188420840472,0.34595959595959597,0.4253223630527998,-0.13038049932420198,947.3778401854083,959.9974076957831,680.3333723569733,0.9868545806519216,0.8218043433857655,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.839335,109.4466483",91.63036,9.343696369300424,Non-Event,Non-Event,condition_like,0.38666666666666666,ML_Ensemble(RF)_LOW_CONF,"ML ragu-ragu (Conf: 39%), pakai tebakan terbaik ML",True
300,1776413391.3815,-6.8415711,109.4521877,-75.29685015837651,-7.678141889266622,7.694027818110292,9.448044,0.22900009155273438,13.66717486975899,3,3,0.19200003147125244,0.009999871253967285,0.18381141323834502,85073.4651528042,2402.5435184985636,35.40974990145442,0.3840000629425049,84.56711567029816,0.3433583959899749,5.534595118056394,-0.38484977843746326,251.9896848859927,2007.592722515786,142.96111109678452,0.12551832945713068,0.8204367751639042,high,candidate,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.8415711,109.4521877",125.341644,12.781290654810768,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
73,1775973604.42675,-6.8637375,109.4531423,-72.78313972758575,-7.421814761165714,4.443977201214729,9.3108,0.7889997959136963,19.692884199636413,4,2,0.19633332888285318,0.07167667793022285,0.013284234154831133,100354.06363485593,2596.424430777834,38.65087017616034,0.5889999866485596,93.57623858708669,0.3712121212121212,3.222945056220908,-0.20331836869577483,806.187524625861,1342.7480820648466,447.48882408712655,0.6004011733799861,0.8052708865722658,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8637375,109.4531423",99.17352,10.112884624209082,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
104,1775973869.9795,-6.8446046,109.4528489,-88.00162944646712,-8.97366883150384,8.072916754223655,8.01516,0.2909998893737793,9.999242188505548,1,4,0.0,0.0,0.4060426429359998,73076.6162624408,1577.028750734527,46.33816357632415,0.1,107.18800186859706,0.3,12.391516015603809,-1.7054449511387733,324.32146407312587,1103.9277482313823,148.77953843001885,0.2937886689585772,0.8051482208831074,high,high_conf,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8446046,109.4528489",112.55425,11.4773393564571,Pothole,Pothole,event,0.95,R1,impulse tajam + durasi pendek + accel dominan,False
131,1775974063.5565503,-6.8396,109.4461267,-62.26826587973903,-6.3495960271590235,6.874746226691299,5.3742146,6.756999969482422,11.119496685258934,2,4,0.934999942779541,0.0,0.45857994071119595,79292.47433816802,2280.6776255706372,34.767068091686816,0.934999942779541,19.287278091788888,0.30788804071246817,1.5401028721744012,-0.40515576854043983,697.986265337837,1239.0733057600073,343.6180544727932,0.5633131321043203,0.7997235982477647,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8396,109.4461267",99.37651,10.133583843616321,Non-Event,Non-Event,condition_like,0.42666666666666664,ML_Ensemble(RF)_LOW_CONF,"ML ragu-ragu (Conf: 43%), pakai tebakan terbaik ML",True
331,1776413747.9703333,-6.8308549,109.4630619,-65.92947230508167,-6.722935182257109,6.427665786948149,6.4864845,3.867000102996826,8.398110193784357,2,5,0.4699997901916504,0.0,0.06989730557861601,37721.291104210846,1223.8334804177177,30.82224148706375,0.4699997901916504,18.18305077121805,0.35858585858585856,-0.19317480820224286,0.013386399227705424,170.88990509444898,898.6930978680527,154.25047745521596,0.19015379700778057,0.7970389689869313,high,candidate,40a7a6c4-b8d9-447a-ba96-8503647f43bb,,,"https://www.google.com/maps?q=-6.8308549,109.4630619",106.183075,10.827660312135134,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
79,1775973622.524846,-6.8620682,109.4532436,75.16283122500073,7.664475761345693,4.084111939979271,8.713941000000002,7.647000074386597,6.304814578743029,1,3,0.0,0.0,0.5827711977772265,33306.22254886007,881.9007083601807,37.7664086164799,0.1,21.08846634299046,0.31565656565656564,1.0893337409131867,-0.361224881645497,318.3806135502076,438.17186554387524,125.34822926609779,0.7266112634329237,0.7900040775703285,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8620682,109.4532436",103.86177,10.590953077758462,Non-Event,Maneuver,condition_like,0.88,R5,gyro dominan + asimetri tinggi → maneuver (Non-Event),False
403,1776417641.1145,-6.9686984,109.4842102,-93.80020871497027,-9.564959360736875,4.592431864681692,9.043384,0.2109999656677246,12.681348208269805,2,4,0.2109999656677246,0.0,0.345737100531592,83077.71415611506,1826.150221560677,45.49336255569449,0.2109999656677246,8.452342633676556,0.3475,6.1486157425642975,-0.07898351874633833,314.28593429574613,1368.2517671044707,143.61252016045998,0.22969890602162138,0.7879907023580665,high,high_conf,2403297f-866d-495e-a41b-b29966866b69,,,"https://www.google.com/maps?q=-6.9686984,109.4842102",92.61151,9.443745825536753,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
261,1776412794.19275,-6.8728333,109.4445817,-67.07017520248166,-6.8392545061240755,5.493645624301248,10.803505,1.2220001220703125,11.444891522538425,4,4,0.4093333880106608,0.22281886848956356,0.09584548770894549,99436.84492130703,2240.297409202663,44.385555448332966,1.2280001640319824,41.61310416178152,0.2936708860759494,1.9438383277585523,-0.019325085199763448,287.957971695349,1706.969895717557,245.36954178975705,0.16869540127748123,0.7729029891503276,high,candidate,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.8728333,109.4445817",100.80201,10.278944389776326,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
264,1776412806.40375,-6.8729683,109.445525,-62.437864310490056,-6.366890254112267,6.469261382059683,8.971608,3.564000129699707,8.979246511781092,2,4,1.6519999504089355,0.0,0.45874401183939656,61024.912077891226,2152.4897835280203,28.350848638880883,1.6519999504089355,62.71326830219814,0.3553299492385787,2.3329118868969188,-0.41772686225444144,198.1994445032828,1776.8722299323322,177.41810909240553,0.11154400471399495,0.772743409693852,high,candidate,c72307ef-f384-4659-aded-5319b398f560,,,"https://www.google.com/maps?q=-6.8729683,109.445525",102.103485,10.411657905604871,Pothole,Pothole,event,0.3666666666666667,ML_Ensemble(RF)_LOW_CONF,"ML ragu-ragu (Conf: 37%), pakai tebakan terbaik ML",True
359,1776413997.8495,-6.8231183,109.4766921,56.30987952954865,5.742009710711472,8.91015102932184,4.903831,3.2260000705718994,12.862551667372628,1,6,0.0,0.0,0.2793924167540259,87911.95240506338,3183.737471531024,27.612814550056065,0.1,82.65033708768279,0.3484848484848485,1.054975262714846,0.29692744268583915,751.0835919531836,1988.5997530605316,444.0541265173092,0.37769470222428736,0.7682815628623343,high,high_conf,40a7a6c4-b8d9-447a-ba96-8503647f43bb,,,"https://www.google.com/maps?q=-6.8231183,109.4766921",109.36289,11.151911203112174,Non-Event,Crack,condition_like,0.76,R4,spike kecil/rapat + durasi sangat singkat → Non-Event,True
188,1776327953.559,-6.8955923,109.5218136,-93.70004247899995,-9.554745247255683,4.732565288057318,5.849049,1.3680000305175781,4.31426201749745,4,5,0.5539999802907308,0.32349756424472265,0.2596669543709208,43739.83048889818,1397.614227916301,31.29606838849494,1.6619999408721924,7.455779581871044,0.3558897243107769,20.492728364786903,-2.495406924515228,158.62877167128335,1117.4534335659162,121.5320226791016,0.1419555990115185,0.7678756721240283,high,high_conf,7b68bd61-6146-4cdb-8ad6-424ae6e78950,,,"https://www.google.com/maps?q=-6.8955923,109.5218136",98.109344,10.004368872142882,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
118,1775973977.8574288,-6.837215,109.45062,-66.0381225633433,-6.73401442524647,4.503047380198216,3.466139599999999,2.3389999866485596,9.647913585718763,1,4,0.0,0.0,0.815281115420316,62389.92513822518,1528.5141302099578,40.81736888414495,0.1,9.693639901107273,0.3283208020050125,0.6418669690535412,-0.06299242554402391,336.6842891033025,1005.001962024525,186.8278790821306,0.33500858853057425,0.7648017254217064,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.837215,109.45062",109.225426,11.137893776162095,Non-Event,Maneuver,condition_like,0.88,R5,gyro dominan + asimetri tinggi → maneuver (Non-Event),False
185,1776327906.8505,-6.8982702,109.522018,-91.28053621229313,-9.30802427049942,4.67357506445815,7.9533443,0.30099987983703613,10.15452428616418,2,4,0.29600000381469727,0.0,0.0525518296220519,54107.613078593284,1385.3591374527782,39.05674101159265,0.29600000381469727,15.665579512185099,0.3526448362720403,15.424244731207633,-1.8238891959759644,170.07422233846648,1107.0513181953095,108.2335969190024,0.15362812851538768,0.7637544836185718,high,high_conf,7b68bd61-6146-4cdb-8ad6-424ae6e78950,,,"https://www.google.com/maps?q=-6.8982702,109.522018",82.64857,8.427808680844123,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
165,1776326931.542,-6.8553305,109.4920588,-73.39613622352253,-7.484323007706254,5.204167607878325,5.442451,0.5539999008178711,10.356739402809668,3,4,0.27699995040893555,0.009999990463256836,0.2978782284172596,53346.70560478954,1397.356829397544,38.176866813333966,0.5539999008178711,11.503649515716116,0.3383838383838384,5.322305238106143,-0.2202368767651096,239.0753967284961,912.3011610747358,245.98027159431234,0.26205753830763073,0.7567011755549763,high,candidate,2ba192ad-a007-47e8-843d-e4f356c01155,,,"https://www.google.com/maps?q=-6.8553305,109.4920588",127.000755,12.95047289339377,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
95,1775973731.7665,-6.8542402,109.4532952,-85.6509618898124,-8.733967449619636,3.376492521926415,6.7719517,1.3889999389648438,6.413937179568052,1,3,0.0,0.0,0.15174009417107032,84793.1881642006,1370.3162649709218,61.878553345582134,0.1,19.458926974191353,0.3181818181818182,6.93155573010279,-1.0607781389429398,291.9414107792012,871.8027547669578,206.5720994247626,0.3348709428228055,0.7522439085474846,high,high_conf,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8542402,109.4532952",82.51926,8.414622730494104,Pothole,Pothole,event,0.95,R1,impulse tajam + durasi pendek + accel dominan,False
123,1775974010.7183335,-6.8382233,109.448705,-66.95081638208771,-6.827083293692312,4.927038814256236,6.9307346,1.3970000743865967,10.400996050064665,3,3,0.6759999990463257,0.3700000047683716,0.1792753551814565,57246.074345859444,2318.2895532582397,24.693237408894728,1.3519999980926514,14.589678723732929,0.3712121212121212,5.370786476623264,-0.8523606660477465,491.886913074515,1579.0356231892197,247.36701699450487,0.3115109662754328,0.752127076487373,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8382233,109.448705",85.50859,8.719449557188234,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
377,1776414094.710875,-6.8214183,109.4792533,-59.06526326382898,-6.022980657393604,4.017080856860335,4.849198,3.232999801635742,14.652811642867409,1,4,0.0,0.0,0.3125972248315041,130194.47053712666,4311.464183703467,30.197275208510433,0.1,159.00837647625627,0.3047858942065491,-0.035098774378400144,-0.06830474318992527,472.1836003631056,3470.3638131842517,368.91677015610964,0.13606170005380192,0.751341776299001,high,candidate,40a7a6c4-b8d9-447a-ba96-8503647f43bb,,,"https://www.google.com/maps?q=-6.8214183,109.4792533",104.56154,10.662309759194017,Non-Event,Crack,condition_like,0.76,R4,spike kecil/rapat + durasi sangat singkat → Non-Event,True
80,1775973628.9912,-6.8613509,109.4533128,-61.087696564287086,-6.229211460007963,5.380619446890155,7.970974,2.5959999561309814,9.215502263287505,3,4,0.2944999933242798,0.10650002956390381,0.15177811620694368,59121.72955826629,1197.3864101489896,49.37564766710037,0.5889999866485596,16.947337235458875,0.3484848484848485,2.1900045547734557,-0.3733171315589928,354.8133579349036,665.8434300963117,176.72962211777406,0.5328780631667465,0.7428563764742219,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8613509,109.4533128",72.24754,7.36719878857714,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
81,1775973640.1053333,-6.8605233,109.4533667,-63.08527263564837,-6.432907530670349,5.145262335300553,9.797223,0.6359999179840088,14.79928554629561,3,4,0.3179999589920044,0.06700003147125244,0.5303123312620089,69491.44852869656,1749.0299537828898,39.73142274588582,0.6359999179840088,51.67572882056362,0.3492462311557789,2.5080034715528026,-0.2779796351013126,607.945409815434,904.0200253875453,237.0645185799106,0.6724910865578693,0.725494223403092,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8605233,109.4533667",72.05123,7.34718073960017,Non-Event,Rough Road,condition_like,0.72,R7,struktur kontinu panjang + noisy/dense → Non-Event,True
361,1776414007.8214545,-6.8229028,109.4770648,50.418028470074425,5.141208105731766,9.382769629244079,5.2230177,3.4130001068115234,13.476791302782653,0,3,0.0,0.0,0.08803811992696849,102176.26057200335,4489.806169130268,22.757387891655636,0.0,53.98653723591341,0.31738035264483627,0.08927204438251746,-0.09771527391654823,625.7203707178459,3486.145159427935,377.9406389844868,0.17948775565072475,0.7223992802196277,high,high_conf,40a7a6c4-b8d9-447a-ba96-8503647f43bb,,,"https://www.google.com/maps?q=-6.8229028,109.4770648",99.69262,10.165818092824768,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False
355,1776413972.2042499,-6.8241104,109.4750159,-51.35778638105955,-5.237036743542347,7.322852422905725,2.8625748,4.394000053405762,12.69217184862824,1,5,0.0,0.0,0.47893704439273804,70901.13332189551,2162.640067358198,32.7845277442405,0.1,162.46762030683018,0.3282828282828283,0.34903079551899996,-0.23596901126741374,272.3155404898484,1636.7064573257458,253.61806954260376,0.16638019548625177,0.7205622649005211,high,candidate,40a7a6c4-b8d9-447a-ba96-8503647f43bb,,,"https://www.google.com/maps?q=-6.8241104,109.4750159",90.831154,9.2622000377295,Non-Event,Crack,condition_like,0.76,R4,spike kecil/rapat + durasi sangat singkat → Non-Event,True
126,1775974026.4736,-6.83849,109.4482283,-60.16387485965949,-6.1350078629969955,5.746509447536392,6.746464300000001,5.124000072479248,7.259318520214981,1,4,0.0,0.0,0.1621176341901117,71336.73413856613,1939.9759226449387,36.771968800795506,0.1,37.08000797587216,0.29396984924623115,1.614605348550394,-0.3195289542570408,426.8828674704365,1316.239670552396,196.85338462210626,0.324320013061879,0.7204919361904758,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.83849,109.4482283",89.26949,9.102954627727105,Non-Event,Crack,condition_like,0.76,R4,spike kecil/rapat + durasi sangat singkat → Non-Event,True
83,1775973654.308,-6.8597,109.4534417,78.89599277146455,8.045152296805183,3.176294725875576,9.759648,0.23600006103515625,10.887971405179425,2,4,0.23400020599365234,0.0,0.355773503294753,59907.09014751045,1687.620121293345,35.49797099248932,0.23400020599365234,65.03507285164474,0.38345864661654133,10.569583385950914,0.17995749353311907,406.2594834486497,1053.0262220546992,228.334415789996,0.38580186756426726,0.718749447509215,high,high_conf,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8597,109.4534417",103.88134,10.592948662387258,Speed Bump,Speed Bump,event,0.9,R3,multi-peak terstruktur + durasi lebih panjang + shape relatif simetris,False
112,1775973936.02325,-6.8398917,109.451725,65.12895919346829,6.641305562395751,4.224452723134679,8.4213705,5.4049999713897705,7.1250248945994805,1,3,0.0,0.0,0.6762586435957784,34347.63820586129,818.3927772495695,41.969625244404284,0.1,34.12787452409772,0.3594936708860759,0.3335408239082134,-0.15278654232643252,221.47941135850147,459.6675921725146,137.24577371855324,0.48182515941553355,0.7135329233147667,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8398917,109.451725",81.08645,8.268516771782414,Non-Event,Maneuver,condition_like,0.88,R5,gyro dominan + asimetri tinggi → maneuver (Non-Event),False
410,1776417728.5456002,-6.9719433,109.4828897,-52.95493244787468,-5.399900317424879,9.033481522551604,2.5360343,2.3399999141693115,9.503337033758264,1,6,0.0,0.0,0.20437468010287677,62150.62872832756,1712.4611418988907,36.293161445472364,0.1,13.215541956805284,0.2972292191435768,0.966364998226362,-0.09675591177562196,284.3885027218205,1207.2772117265545,220.79542745051558,0.2355618906113105,0.6927021890183493,high,high_conf,2403297f-866d-495e-a41b-b29966866b69,,,"https://www.google.com/maps?q=-6.9719433,109.4828897",96.7101,9.861685692871674,Non-Event,Crack,condition_like,0.76,R4,spike kecil/rapat + durasi sangat singkat → Non-Event,True
384,1776417381.4706001,-6.9524284,109.4960915,-54.612939655492816,-5.568970000509126,7.246588191230495,1.9180521,5.187999963760376,8.254409139808637,1,7,0.0,0.0,0.968739391919412,47988.92796894379,1652.0324064681322,29.0484180286091,0.1,3.148049578265873,0.32151898734177214,0.7800679355437543,-0.2544078995974229,228.79576516507478,1286.8948666062734,136.34177469678426,0.17778901052783982,0.6912660885766032,high,candidate,2403297f-866d-495e-a41b-b29966866b69,,,"https://www.google.com/maps?q=-6.9524284,109.4960915",96.4676,9.83695757470696,Non-Event,Maneuver,condition_like,0.88,R5,gyro dominan + asimetri tinggi → maneuver (Non-Event),False
418,1776417757.6039996,-6.9726167,109.4839428,-60.80913759981283,-6.2008063507734885,4.678065184197819,5.696789,2.369999885559082,6.97294011825299,4,5,0.5329999923706055,0.5098960345606324,0.813660655510965,42839.84146132966,1217.2078718685796,35.19517283466916,1.5989999771118164,6.158715583755785,0.37844611528822053,2.2170911129172124,-0.26182789188823935,332.69410507997804,604.6007000020845,279.91306678651694,0.5502707895120866,0.6869806126195812,high,candidate,2403297f-866d-495e-a41b-b29966866b69,,,"https://www.google.com/maps?q=-6.9726167,109.4839428",116.55736,11.885542973390507,Non-Event,Maneuver,condition_like,0.88,R5,gyro dominan + asimetri tinggi → maneuver (Non-Event),False
99,1775973761.2765,-6.8529233,109.4531869,-67.37174146539253,-6.8700057068818134,3.649893719364476,3.3723972000000004,6.734000205993652,4.937928937528739,2,5,0.8830001354217529,0.0,0.6973720564166492,30754.781612147992,655.9920960117715,46.882853851814176,0.8830001354217529,4.324762670245542,0.2595419847328244,1.4899966343787332,-0.1483296418115323,165.39009796850982,364.7915797287599,125.81041831450186,0.453382442758418,0.6858026900985622,high,candidate,cc249e1a-62c0-4274-812f-0019a041760e,,,"https://www.google.com/maps?q=-6.8529233,109.4531869",101.72766,10.373334421030627,Non-Event,Maneuver,condition_like,0.88,R5,gyro dominan + asimetri tinggi → maneuver (Non-Event),False
